metric1,metric2,estimate,std_error,statistic,p_value
suspected_infection_time_poe_days,age,0.0021569400207955827,0.04621987364004758,0.04666693893612649,0.9627786805310717
suspected_infection_time_poe_days,icu_los,0.10059225691422811,0.03932935662614716,2.5576888498438293,0.010537032666377044
suspected_infection_time_poe_days,hosp_los,0.1744388329922335,0.07134972819517336,2.4448422916912227,0.01449154948827434
suspected_infection_time_poe_days,sofa,-0.01839771291659094,0.03828972164366159,-0.4804869851968867,0.6308811553579489
suspected_infection_time_poe_days,lods,-0.014350691780783667,0.042996843282325,-0.3337615202714871,0.7385595222984086
suspected_infection_time_poe_days,sirs,0.0025937410771604075,0.042871794218318805,0.06049994231526986,0.9517574617930955
suspected_infection_time_poe_days,qsofa,0.06571474572498924,0.0428975631095012,1.531899272628714,0.12554729304737985
suspected_infection_time_poe_days,aniongap_min,0.0015142185796460945,0.04204701913973358,0.03601250720327969,0.9712723861178463
suspected_infection_time_poe_days,aniongap_max,-0.027396531309536034,0.037342828081662206,-0.7336490757910631,0.4631626425912271
suspected_infection_time_poe_days,bicarbonate_min,1.3856673494410605e-4,0.04203197478584386,0.003296698183944823,0.997369620181995
suspected_infection_time_poe_days,bicarbonate_max,0.0020234353713071253,0.04454710779683193,0.04542237355869434,0.96377064786902
suspected_infection_time_poe_days,creatinine_min,-0.025399154465290945,0.038355867693871774,-0.6621973635952717,0.5078447436114182
suspected_infection_time_poe_days,creatinine_max,-0.0447426647282142,0.039318722776999736,-1.1379480707442335,0.25514216685257224
suspected_infection_time_poe_days,chloride_min,0.037899769310396784,0.04389519777890138,0.8634149343920635,0.3879093711984354
suspected_infection_time_poe_days,chloride_max,0.03339992151400977,0.04585141108627125,0.7284382469967281,0.4663453576478464
suspected_infection_time_poe_days,glucose_min,-0.07409332005646889,0.0412185190775961,-1.7975735595202775,0.07224461147847973
suspected_infection_time_poe_days,glucose_max,-0.024002562181566534,0.04361298246284209,-0.5503536063376662,0.5820768629234727
suspected_infection_time_poe_days,hematocrit_min,-0.08290002850504559,0.039923336379580954,-2.0764804754004813,0.037849535074491764
suspected_infection_time_poe_days,hematocrit_max,-0.018690771422327182,0.04070922341147361,-0.45912866559521054,0.646141772694402
suspected_infection_time_poe_days,hemoglobin_min,-0.05611667402613742,0.03964541161721993,-1.4154645326412303,0.1569323403046509
suspected_infection_time_poe_days,hemoglobin_max,-0.0037521409947487115,0.040629845816395276,-0.09234937813213699,0.9264204578761819
suspected_infection_time_poe_days,lactate_min,-0.015094492677263965,0.046475365951453136,-0.32478480520263675,0.745343945345765
suspected_infection_time_poe_days,lactate_max,0.024219713118562546,0.037215644979240674,0.6507938565104162,0.5151795665228829
suspected_infection_time_poe_days,lactate_mean,0.021645704142988473,0.040112079751789015,0.5396305620882963,0.5894518355256536
suspected_infection_time_poe_days,platelet_min,-0.06984614166492566,0.044561009382435464,-1.5674272785314596,0.11701485195844256
suspected_infection_time_poe_days,platelet_max,-0.01636883792421647,0.04472018643696551,-0.3660279446126383,0.7143442235696441
suspected_infection_time_poe_days,potassium_min,0.002054846656773334,0.040736411294849464,0.050442505646861924,0.9597697648718347
suspected_infection_time_poe_days,potassium_max,0.006259273472477295,0.03747671719861268,0.1670176563039252,0.8673561563354476
suspected_infection_time_poe_days,inr_min,-0.15958973874616564,0.042213138459268294,-3.7805703288362396,1.5646951064373683e-4
suspected_infection_time_poe_days,inr_max,-0.0767649123479258,0.03148128561654345,-2.4384300337336207,0.014751213962894404
suspected_infection_time_poe_days,sodium_min,-0.031505241965215085,0.04246807344998601,-0.7418571036032119,0.4581739182490032
suspected_infection_time_poe_days,sodium_max,-0.030819039220926693,0.043804539358201396,-0.7035581168634418,0.4817080020951636
suspected_infection_time_poe_days,bun_min,-0.013508312583884574,0.04124858292085128,-0.32748549470910626,0.7433007122157542
suspected_infection_time_poe_days,bun_max,-0.055322088564849645,0.04193430326264439,-1.3192561759844776,0.1870834834831706
suspected_infection_time_poe_days,bun_mean,-0.03498335688432459,0.041680418331572176,-0.839323554913203,0.40128776865377147
suspected_infection_time_poe_days,wbc_min,-0.13741079004945608,0.0513419315010533,-2.6763852864911604,0.007442103724185274
suspected_infection_time_poe_days,wbc_max,-0.07117613481108002,0.05740807963591507,-1.2398278302023453,0.21503908217549772
suspected_infection_time_poe_days,wbc_mean,-0.10948053777003669,0.056321754794634284,-1.9438410285552181,0.051914624420124324
suspected_infection_time_poe_days,heartrate_min,-0.024611208671794397,0.04092812027659224,-0.6013276081450075,0.5476218046662138
suspected_infection_time_poe_days,heartrate_max,-0.06573972741043028,0.03812957791552073,-1.7241136934713033,0.08468732052380377
suspected_infection_time_poe_days,heartrate_mean,-0.028180624736731656,0.039608602686685576,-0.7114773767620075,0.47678846511870365
suspected_infection_time_poe_days,sysbp_min,-0.08605894583973776,0.0443697194890869,-1.9395873318717887,0.05242986165703199
suspected_infection_time_poe_days,sysbp_max,-0.05475697128361152,0.04055108863433616,-1.3503206233838736,0.1769131598409544
suspected_infection_time_poe_days,sysbp_mean,-0.06624865112122862,0.047005836136916286,-1.4093707625636698,0.15872556468938975
suspected_infection_time_poe_days,diasbp_min,-0.05493372826125473,0.04150290874177517,-1.3236115233041639,0.18563209614102086
suspected_infection_time_poe_days,diasbp_max,-0.03983821263345451,0.04036822572160417,-0.986870537937316,0.3237061091418362
suspected_infection_time_poe_days,diasbp_mean,-0.09212491826455789,0.04085164520522127,-2.25510913457124,0.024126479424960535
suspected_infection_time_poe_days,meanbp_min,-0.09157346247620214,0.04142538233683892,-2.2105640868103067,0.027066038002837058
suspected_infection_time_poe_days,meanbp_max,-0.027386246402896327,0.037582145671876926,-0.7287036414046395,0.4661829648811204
suspected_infection_time_poe_days,meanbp_mean,-0.09464744032153925,0.045191862664416715,-2.0943469629558553,0.03622908367324834
suspected_infection_time_poe_days,resprate_min,-0.02823325114845047,0.040732462800846275,-0.6931388186982862,0.48822243862175985
suspected_infection_time_poe_days,resprate_max,-0.02527229197335012,0.03581730671710679,-0.7055888420912385,0.4804438651264709
suspected_infection_time_poe_days,resprate_mean,-0.05683869842825177,0.03838287342400633,-1.4808348973868737,0.13865057471978914
suspected_infection_time_poe_days,tempc_min,0.053706620705497365,0.04313997104480245,1.24493872862643,0.21315427346099505
suspected_infection_time_poe_days,tempc_max,0.05441116930804035,0.04148511353583299,1.3115829913552584,0.18966087496409098
suspected_infection_time_poe_days,tempc_mean,0.053264403385834685,0.04191873946582251,1.2706585184714967,0.20385015889082767
suspected_infection_time_poe_days,spo2_min,-0.01796648904009491,0.037098940514447426,-0.48428577180251886,0.6281830722028074
suspected_infection_time_poe_days,spo2_max,0.06292647882521928,0.0439568849953995,1.431550002503706,0.15227264708423238
suspected_infection_time_poe_days,spo2_mean,0.04553843378578762,0.036909839575501174,1.233774904186082,0.21728679334212347
suspected_infection_time_poe_days,glucose_min1,-0.04988764260275759,0.04042179794795487,-1.2341767347160182,0.21713705476988962
suspected_infection_time_poe_days,glucose_max1,15.659205489661113,4.675136425952447,3.3494649274263533,8.096780572706047e-4
suspected_infection_time_poe_days,glucose_mean,3.547485016315724,1.228048215391911,2.888718025768722,0.003868157677155108
suspected_infection_time_poe_days,urineoutput,-0.2139967934834297,0.06847919724818902,-3.1249898083332015,0.001778112202891628
suspected_infection_time_poe_days,aniongap_range,-0.011200360655686423,0.03741739064950894,-0.29933569554865297,0.7646839213271537
suspected_infection_time_poe_days,bicarbonate_range,0.02001594506043158,0.03594432283322563,0.5568597064215539,0.5776232864715869
suspected_infection_time_poe_days,creatinine_range,-0.04707245623679298,0.04734229095652252,-0.9943003451189688,0.3200766677393191
suspected_infection_time_poe_days,chloride_range,-0.009612734902349386,0.03910174432376746,-0.24583903016588488,0.8058068423227152
suspected_infection_time_poe_days,glucose_range,0.00334692710399075,0.04250333571169418,0.07874504548756843,0.9372354155779477
suspected_infection_time_poe_days,hematocrit_range,0.06646709048135573,0.03789967615795937,1.7537640745090344,0.07947094125009949
suspected_infection_time_poe_days,hemoglobin_range,0.050394120557283505,0.03667206823866641,1.37418266756356,0.1693849802186524
suspected_infection_time_poe_days,lactate_range,0.03837551285677047,0.03379186837128596,1.135643416786607,0.2561058304302033
suspected_infection_time_poe_days,platelet_range,0.11382232792560192,0.04221068470960898,2.6965288222318513,0.0070066333749683
suspected_infection_time_poe_days,potassium_range,0.0025276137094090135,0.03709365893781033,0.06814139617897237,0.945673077532811
suspected_infection_time_poe_days,inr_range,-0.017020437278701884,0.028825628013965567,-0.5904619760740598,0.5548809707680485
suspected_infection_time_poe_days,sodium_range,0.011954766431450816,0.039635094648688515,0.3016207363048744,0.7629411985041878
suspected_infection_time_poe_days,bun_range,-0.08393684206389704,0.0503247129734422,-1.667905033222801,0.09533458036567309
suspected_infection_time_poe_days,wbc_range,0.03953041694340694,0.05364256171438099,0.7369226166693166,0.4611694093973065
suspected_infection_time_poe_days,heartrate_range,-0.0472367249728807,0.03629828866857884,-1.3013485402624663,0.19313917931975594
suspected_infection_time_poe_days,sysbp_range,0.002652451974881548,0.03560708590414447,0.07449225084080292,0.9406187069701267
suspected_infection_time_poe_days,diasbp_range,-0.014719039130664214,0.03686575417462658,-0.3992604914833078,0.689701275106811
suspected_infection_time_poe_days,meanbp_range,-0.00903603045155524,0.03361633344205355,-0.2687988107665334,0.7880845085458004
suspected_infection_time_poe_days,resprate_range,-0.0073507345542816955,0.03637489645094247,-0.20208262487277098,0.8398521309861453
suspected_infection_time_poe_days,tempc_range,-0.02580585593399186,0.04084274570105725,-0.6318345030687752,0.5274950253247033
suspected_infection_time_poe_days,spo2_range,0.02163275401534629,0.036753030905583496,0.5885978239704812,0.5561310939786528
age,icu_los,0.1849037598167982,0.05667985265829517,3.2622484206429445,0.0011053223429982406
age,hosp_los,0.4065867792085932,0.09665183215732151,4.20671569419177,2.5910877516149877e-5
age,sofa,-0.05040448032035316,0.041460800668629456,-1.2157141084467955,0.22409384782101432
age,lods,-0.10282727301761836,0.04591527260817803,-2.2395004358376314,0.02512337299421905
age,sirs,5.837830568084474e-4,0.051119223330170674,0.011420029859176234,0.990888332544733
age,qsofa,-0.018759634614340038,0.046097285665429914,-0.4069574670946101,0.6840392273042228
age,aniongap_min,-0.05109824887303156,0.043718621075188105,-1.1687982744275451,0.24248491578480713
age,aniongap_max,-0.02575802982393556,0.04014779151777429,-0.6415802426524988,0.5211457646392514
age,bicarbonate_min,0.07105191488207853,0.04624216531482171,1.5365179030512377,0.12441141033259577
age,bicarbonate_max,0.042221800029752427,0.04945235086210052,0.8537875205870249,0.3932227302880356
age,creatinine_min,0.04902666966817434,0.04456790084650108,1.1000443982549226,0.2713127778521558
age,creatinine_max,0.051971107184893284,0.045936858957430396,1.1313596176232863,0.2579037609481575
age,chloride_min,0.21684499546571956,0.0405436931574567,5.3484273034420875,8.87217988118413e-8
age,chloride_max,0.13287167095238805,0.044734218741599635,2.9702468197757272,0.0029756056801206873
age,glucose_min,0.13194029157188972,0.05009528601794093,2.633786570749135,0.008443854681615709
age,glucose_max,-0.01806241131636571,0.03876688930677348,-0.465923669382722,0.6412701381690082
age,hematocrit_min,0.0957852306352996,0.0439167418722846,2.1810641352642937,0.02917867308992964
age,hematocrit_max,0.05744473347321099,0.04467591558723686,1.2858098758164447,0.19850942273321845
age,hemoglobin_min,0.08094675814857216,0.043909112346817186,1.8435070494983419,0.06525501341203548
age,hemoglobin_max,0.012718429453274551,0.04428491512062642,0.28719552512703667,0.7739626124957677
age,lactate_min,-0.03610023147206674,0.04812617393993729,-0.7501163819322261,0.4531846139004904
age,lactate_max,-0.08489414162156543,0.03952993599809254,-2.147591173071008,0.03174624725762193
age,lactate_mean,-0.0802900298006532,0.0438089784150107,-1.8327300180353587,0.06684273089491474
age,platelet_min,0.21993807001650528,0.05120066346075788,4.295609766562383,1.7421380803051223e-5
age,platelet_max,0.18378111404557224,0.051036783220475015,3.600954105035418,3.17051546060167e-4
age,potassium_min,0.046421128869320705,0.04443329353407652,1.044737519484566,0.29614429904121914
age,potassium_max,-0.11638852863908049,0.038699827374110346,-3.007468935557651,0.002634330471352603
