metric1,metric2,estimate,std_error,statistic,p_value
suspected_infection_time_poe_days,age,0.04129314918429853,0.05776930430459856,0.7147939495094716,0.47473637441307154
suspected_infection_time_poe_days,icu_los,0.13868802315712905,0.05190030984606939,2.6722002926083195,0.007535565514759839
suspected_infection_time_poe_days,hosp_los,0.1788877453551294,0.0754538211478003,2.3708242025903616,0.017748470635411098
suspected_infection_time_poe_days,sofa,0.08082301310830357,0.05198636506290521,1.5546963710677804,0.12001839929604796
suspected_infection_time_poe_days,lods,0.057877676671043536,0.05465163175173055,1.0590292515687023,0.2895864581320861
suspected_infection_time_poe_days,sirs,0.015491515122341443,0.0555934663493505,0.27865711817630584,0.7805079741327348
suspected_infection_time_poe_days,qsofa,0.058141479376785814,0.054311872144251365,1.0705114200880994,0.28438917135161723
suspected_infection_time_poe_days,aniongap_min,0.10544442748457918,0.060253694061848134,1.7500076821239285,0.08011698815043365
suspected_infection_time_poe_days,aniongap_max,0.04088551874286954,0.055968328500059256,0.7305116990018069,0.4650774645445722
suspected_infection_time_poe_days,bicarbonate_min,-0.06144861158835178,0.052298114005151046,-1.1749680224089813,0.24000750946538366
suspected_infection_time_poe_days,bicarbonate_max,-0.11648495658313163,0.05509261615912543,-2.1143478873227783,0.03448556510575359
suspected_infection_time_poe_days,creatinine_min,0.1008412795802659,0.06083347101540961,1.6576611180828722,0.09738588596881324
suspected_infection_time_poe_days,creatinine_max,0.06459499180248127,0.061152738415003995,1.056289439797723,0.29083599910227914
suspected_infection_time_poe_days,chloride_min,0.06545646650969843,0.05600945442880566,1.1686681682090116,0.24253735166842305
suspected_infection_time_poe_days,chloride_max,-0.035853722576955106,0.05721588511478073,-0.6266393066371164,0.5308956966553959
suspected_infection_time_poe_days,glucose_min,-0.05907660645679708,0.0549897894742994,-1.0743195604414477,0.28267948109110524
suspected_infection_time_poe_days,glucose_max,-0.02435231904200247,0.05960214224388573,-0.4085812711622903,0.6828469773819053
suspected_infection_time_poe_days,hematocrit_min,-0.13532592112050168,0.05280139041981449,-2.5629234390335043,0.010379493380783127
suspected_infection_time_poe_days,hematocrit_max,-0.09722775432800429,0.05334298409263394,-1.8226905746247957,0.06835026864138424
suspected_infection_time_poe_days,hemoglobin_min,-0.11292783665511304,0.05227820490610154,-2.16013225507544,0.03076243267378243
suspected_infection_time_poe_days,hemoglobin_max,-0.08194770948608227,0.05252369715722741,-1.5602045157022237,0.11871155885447641
suspected_infection_time_poe_days,lactate_min,-0.09369793638898243,0.06169927829617797,-1.5186228911657569,0.12885744578145553
suspected_infection_time_poe_days,lactate_max,0.01533932358746115,0.052299891830751274,0.293295512677178,0.7692962832812795
suspected_infection_time_poe_days,lactate_mean,-0.01199098476824763,0.055085170775402,-0.21768081317453486,0.8276778140774418
suspected_infection_time_poe_days,platelet_min,-0.07141587203959986,0.055208277965774905,-1.2935718097179643,0.195813365033627
suspected_infection_time_poe_days,platelet_max,-0.035753381707053146,0.05613452402818097,-0.6369232183941568,0.5241748581351044
suspected_infection_time_poe_days,potassium_min,0.08516382715757674,0.05086724184988643,1.6742371723024114,0.09408399662721421
suspected_infection_time_poe_days,potassium_max,0.0288279481664419,0.05292006277656844,0.5447451619276259,0.5859287992274501
suspected_infection_time_poe_days,inr_min,-0.029254750299799365,0.05103815282746713,-0.5731937517153908,0.566513514538582
suspected_infection_time_poe_days,inr_max,0.04777619802188598,0.037308396376010106,1.280574955309707,0.20034300148133816
suspected_infection_time_poe_days,sodium_min,-0.028076561158036,0.05260498908902296,-0.5337243034215307,0.5935322919820794
suspected_infection_time_poe_days,sodium_max,-0.04849673370303906,0.05409300091527489,-0.896543598662585,0.3699625057776789
suspected_infection_time_poe_days,bun_min,0.09630097198316682,0.056194564575928085,1.7137061690912898,0.08658270334707924
suspected_infection_time_poe_days,bun_max,0.08404817313177268,0.058683353315851484,1.4322319428373511,0.15207745288517538
suspected_infection_time_poe_days,bun_mean,0.09099055249815645,0.05754145829628035,1.5813042490102887,0.11380848855660522
suspected_infection_time_poe_days,wbc_min,-0.0696540980292245,0.05947253578127391,-1.17119771528485,0.24151931344307784
suspected_infection_time_poe_days,wbc_max,-0.04414836929760377,0.07157617980170745,-0.6168025370997882,0.5373649783394452
suspected_infection_time_poe_days,wbc_mean,-0.05933835641115465,0.06632413364240261,-0.8946721676167996,0.3709623610697838
suspected_infection_time_poe_days,heartrate_min,-0.055229681550755264,0.05258706949921721,-1.0502521261729063,0.29360220948667587
suspected_infection_time_poe_days,heartrate_max,-0.09798242072196792,0.04884199804086334,-2.0061100006595054,0.04484451310482749
suspected_infection_time_poe_days,heartrate_mean,-0.06511137844272769,0.05021921423829484,-1.2965431544541526,0.1947884224664635
suspected_infection_time_poe_days,sysbp_min,-0.17501181927998863,0.05739854955891061,-3.049063445416272,0.0022955599631283045
suspected_infection_time_poe_days,sysbp_max,-0.07581788900844132,0.05182445970785002,-1.4629750012995686,0.1434742194859971
suspected_infection_time_poe_days,sysbp_mean,-0.1507627534791799,0.059544156166595814,-2.531948778606717,0.011343055976120306
suspected_infection_time_poe_days,diasbp_min,-0.08849765220030484,0.05269728591896058,-1.679358825735335,0.0930821327065538
suspected_infection_time_poe_days,diasbp_max,-0.059104658993615514,0.049867741026044375,-1.185228321506422,0.2359271849923343
suspected_infection_time_poe_days,diasbp_mean,-0.15081133853546705,0.05229271091931288,-2.8839839412450314,0.003926787772528652
suspected_infection_time_poe_days,meanbp_min,-0.12475025248982109,0.053812789220317465,-2.318226843419605,0.020436995885526082
suspected_infection_time_poe_days,meanbp_max,-0.03633613645193624,0.04723541965925758,-0.7692561369001152,0.4417412708253428
suspected_infection_time_poe_days,meanbp_mean,-0.18202402408875762,0.05699162146668016,-3.193873404622765,0.001403776617361559
suspected_infection_time_poe_days,resprate_min,-0.06502364517115651,0.05131042622671172,-1.2672598914663824,0.2050623768880393
suspected_infection_time_poe_days,resprate_max,-0.0535859866251787,0.04952248055489726,-1.0820537667893455,0.2792286376219265
suspected_infection_time_poe_days,resprate_mean,-0.06296340838176707,0.04940729226870882,-1.2743748036085711,0.20253061752290025
suspected_infection_time_poe_days,tempc_min,0.041905912907577066,0.056849128248051294,0.7371425771865471,0.4610356492587654
suspected_infection_time_poe_days,tempc_max,0.015296479740501311,0.051344527480921415,0.2979184051539898,0.7657654401703688
suspected_infection_time_poe_days,tempc_mean,0.035628041877132165,0.05164613842318251,0.6898490954967454,0.4902890905950534
suspected_infection_time_poe_days,spo2_min,0.008981166258713662,0.044039826634015206,0.2039328250165464,0.8384059934104413
suspected_infection_time_poe_days,spo2_max,0.06343481879096557,0.059160022830507225,1.0722581864565128,0.283604081999245
suspected_infection_time_poe_days,spo2_mean,0.05943929227099056,0.04920516438110254,1.2079888974787873,0.2270515329522214
suspected_infection_time_poe_days,glucose_min1,-0.06696489529927466,0.052946509606767916,-1.2647650581052623,0.20595556054922515
suspected_infection_time_poe_days,glucose_max1,1.7876071125390145,8.331559995667746,0.21455851166750722,0.8301115434407252
suspected_infection_time_poe_days,glucose_mean,-0.22377146526431524,2.220252954723813,-0.10078647335575831,0.9197199648585968
suspected_infection_time_poe_days,urineoutput,-0.22739568185834277,0.07662748913740322,-2.9675470828829096,0.0030018630331924696
suspected_infection_time_poe_days,aniongap_range,-0.028510859534511913,0.053369792388516614,-0.5342134240838173,0.5931938825571876
suspected_infection_time_poe_days,bicarbonate_range,-0.05198711885067079,0.04807686733930773,-1.0813333257295246,0.2795488683606817
suspected_infection_time_poe_days,creatinine_range,-0.03650930549254236,0.07408560202912867,-0.4927989311362791,0.6221546660451416
suspected_infection_time_poe_days,chloride_range,-0.11261274881286767,0.05078146923816466,-2.217595325663282,0.02658243689685271
suspected_infection_time_poe_days,glucose_range,-3.55847678551666e-4,0.06052216902164918,-0.005879625339012171,0.9953087647480416
suspected_infection_time_poe_days,hematocrit_range,0.05060897254756141,0.05212011025010638,0.9710066288176763,0.3315449776242122
suspected_infection_time_poe_days,hemoglobin_range,0.03924214833458104,0.051047159801629355,0.7687430307009654,0.44204587443856036
suspected_infection_time_poe_days,lactate_range,0.050705837203613664,0.049494509559749704,1.0244739801371634,0.3056114546395719
suspected_infection_time_poe_days,platelet_range,0.08476269094931063,0.05936673211968501,1.4277809797316559,0.1533549091036339
suspected_infection_time_poe_days,potassium_range,-0.025501004057973273,0.050209974568860574,-0.5078872131870903,0.6115324425678796
suspected_infection_time_poe_days,inr_range,0.05990586696569909,0.0314888478014738,1.9024470931227682,0.057112729334800286
suspected_infection_time_poe_days,sodium_range,-0.021108689381545656,0.05055036393341775,-0.41757739685808987,0.6762561256322286
suspected_infection_time_poe_days,bun_range,-0.020887059078771787,0.07066381096885006,-0.295583535509841,0.767548148842657
suspected_infection_time_poe_days,wbc_range,0.04548957287294623,0.07749479884916168,0.5870016252508581,0.5572026151797065
suspected_infection_time_poe_days,heartrate_range,-0.07389928529578843,0.049381503692793344,-1.4964972665782386,0.13452411968172268
suspected_infection_time_poe_days,sysbp_range,0.027858186146557478,0.050416225067688995,0.5525639039645468,0.5805620646070253
suspected_infection_time_poe_days,diasbp_range,-0.011856490909718437,0.04819405269034768,-0.24601564400275178,0.8056701224435319
suspected_infection_time_poe_days,meanbp_range,0.00883430621389803,0.04515141712038012,0.1956595557199126,0.8448766423376334
suspected_infection_time_poe_days,resprate_range,-0.020024017902485636,0.05116753917554748,-0.39134221080647436,0.6955443019638969
suspected_infection_time_poe_days,tempc_range,-0.019871295916257203,0.05439961821572111,-0.36528373852657914,0.7148996157658414
suspected_infection_time_poe_days,spo2_range,-0.004577779636078144,0.04392201725171865,-0.104225168207615,0.9169906613978572
age,icu_los,0.24646481120768438,0.07069786410848393,3.486170541580873,4.899885225394672e-4
age,hosp_los,0.4900765313270111,0.1026731530504712,4.77317114325011,1.8134755842271059e-6
age,sofa,-0.03977354324446413,0.05271929373368875,-0.7544399863431401,0.45058506875717924
age,lods,-0.09887542444438788,0.05436967578016777,-1.8185766794742284,0.06897603837235469
age,sirs,0.006278041163872474,0.06076141300598191,0.10332283028464802,0.9177067566412945
age,qsofa,-5.440399741283405e-4,0.05588688271801766,-0.009734663084955795,0.9922329852918871
age,aniongap_min,-0.09316996744070828,0.05824581368238482,-1.5995993797728592,0.1096874861466533
age,aniongap_max,-0.1302144875804222,0.05772161416677625,-2.2559051658567757,0.02407657094180393
age,bicarbonate_min,-0.004024959693650146,0.05476264095904153,-0.07349827588958908,0.9414096160067977
age,bicarbonate_max,-0.03616185967067094,0.054004393505542495,-0.6696095877265917,0.5031067005190937
age,creatinine_min,-0.14800197128600773,0.07161696187030453,-2.066577070862534,0.038774023228948615
age,creatinine_max,-0.11676733484932292,0.07417267760544759,-1.5742634433457068,0.11542655744783376
age,chloride_min,0.15372382984190047,0.05144949160267604,2.9878590643625493,0.0028093907251087197
age,chloride_max,0.053607470674192255,0.05041971490009993,1.063224391101942,0.2876802037209146
age,glucose_min,0.0861603461758552,0.060021760934094254,1.435485144637158,0.15114889853846453
age,glucose_max,-0.0093540111626326,0.05168056200979772,-0.1809966997042185,0.8563701664873586
age,hematocrit_min,0.06455583769306532,0.05255623435405614,1.2283193133315322,0.2193271236744433
age,hematocrit_max,0.06791363628460247,0.05316231260117922,1.277477087840156,0.20143386443260394
age,hemoglobin_min,0.05574664042312505,0.05207680523777038,1.0704696681871915,0.2844079548478777
age,hemoglobin_max,0.025410243298606014,0.05320871045952378,0.4775579614532428,0.6329648576949394
age,lactate_min,-0.03362144854855491,0.06132827139567442,-0.5482210371076313,0.5835401388364843
age,lactate_max,-0.1280837685714305,0.05080314957518131,-2.521177715210059,0.011696276386058047
age,lactate_mean,-0.12197954625112223,0.05628374625306762,-2.1672250760044958,0.030217696226210056
age,platelet_min,0.035319015379825514,0.056610112482486694,0.6238994029688963,0.5326936524250897
age,platelet_max,0.0272087186162997,0.05809032427987693,0.46838641294562494,0.6395082826400327
age,potassium_min,0.022466851257525025,0.05220006934253209,0.4303988776355755,0.6669055116385638
age,potassium_max,-0.101058949255312,0.050679564176852425,-1.9940769202879225,0.046143649039903006
age,inr_min,-0.14040946507661856,0.06349651979595025,-2.211293871346532,0.02701549347975275
age,inr_max,-0.14202222106524676,0.056089833372022044,-2.5320492596807807,0.011339805932151387
age,sodium_min,0.08947088746118304,0.05013070184929116,1.7847523405948114,0.0743014969720323
age,sodium_max,0.02813287481287518,0.04652047002450416,0.604741843710016,0.5453505406323187
age,bun_min,-0.07225553041596582,0.06018102037919398,-1.2006365123205236,0.2298922312120204
age,bun_max,-0.083991187513085,0.062205971820657034,-1.350211001529497,0.17694831025935603
age,bun_mean,-0.07917956866392566,0.06117929557393618,-1.2942216467372667,0.19558887172984785
age,wbc_min,-0.015120104163435262,0.06811970508828626,-0.22196373492572988,0.824342114476589
age,wbc_max,0.025041949876324448,0.07558000015509159,0.3313303760907369,0.740394949069568
age,wbc_mean,0.007951404105207617,0.07426445454680504,0.10706877406870684,0.9147344194164113
age,heartrate_min,0.09645746890261113,0.05453663390338094,1.7686729451160965,0.07694846975621666
age,heartrate_max,-0.04724496199338798,0.05263117585973643,-0.8976611527604311,0.3693662259681529
age,heartrate_mean,0.03098866396239515,0.052735900437315825,0.5876198890209454,0.5567874581418877
age,sysbp_min,0.10301728597032006,0.056304023081322006,1.8296611917327532,0.0673006174031267
age,sysbp_max,-0.09638591747948896,0.051762618765046564,-1.8620757561936745,0.06259241275792791
age,sysbp_mean,-0.012506571939170454,0.0575310548546238,-0.21738819096527126,0.8279058334067487
age,diasbp_min,0.03165144401666611,0.05384149746358999,0.5878633676203048,0.5566240064333756
age,diasbp_max,-0.07153072077057253,0.05051518451846654,-1.4160241411059968,0.15676843644801364
age,diasbp_mean,-0.049124266727514784,0.051881100372279734,-0.9468624677390625,0.34370886526527616
age,meanbp_min,0.022557293949264454,0.052007616221819264,0.4337305877095896,0.6644840919592776
age,meanbp_max,-0.08683482729136649,0.05189359815646224,-1.6733244634444966,0.09426343907679985
age,meanbp_mean,-0.057725157699648894,0.05135607576892053,-1.1240180803413873,0.26100535579856426
age,resprate_min,0.07122931098690233,0.052914713099233665,1.3461154150703296,0.17826529800920404
age,resprate_max,0.015489531674141374,0.05110127319068287,0.30311439827228276,0.7618026817857532
age,resprate_mean,0.07819342903473213,0.05237353520613387,1.492995054219183,0.13543848152828206
age,tempc_min,0.14965261276052255,0.05128926670431262,2.9178154100600375,0.0035249295085183663
age,tempc_max,0.0583299413891502,0.05030554165983368,1.159513235809636,0.2462470445809253
age,tempc_mean,0.12767637918941327,0.048568218028724,2.6288050987150378,0.008568545422999941
age,spo2_min,0.07461790902559126,0.04788616589283236,1.5582351945358008,0.11917750486822959
age,spo2_max,0.07970237516072001,0.05308914389976065,1.5012932834480939,0.13327972143873842
age,spo2_mean,0.04903265196249734,0.0578686837337681,0.8473089207986483,0.39682295560227826
age,glucose_min1,0.06380005083451036,0.05813582992187589,1.0974308085090756,0.2724531118541572
age,glucose_max1,-0.158216136765381,8.980373925949687,-0.017617989859887644,0.9859436050712685
age,glucose_mean,2.16594682964088,2.5735459946374317,0.8416196307173537,0.4000008974776471
age,urineoutput,-0.10225162987094445,0.060918047946595576,-1.6785112674750244,0.09324733270258406
age,aniongap_range,-0.07286301040746825,0.05164618962930111,-1.4108109607011534,0.1583003617360021
age,bicarbonate_range,-0.04684018241914543,0.052343525402322955,-0.8948610560546368,0.37086136702354067
age,creatinine_range,0.0034926672649522655,0.07958162475038776,0.043887860745583075,0.9649937916998979
age,chloride_range,-0.11148196387882689,0.04661180052097342,-2.391711168262306,0.016770033794152792
age,glucose_range,-0.03107727245334947,0.048954964154683533,-0.6348135064536923,0.5255500533104915
age,hematocrit_range,0.003620332326880475,0.051811642068806854,0.06987488105612642,0.9442932462630955
